id,dimension,text,rater_one,rater_two,rater_three,average_score
AU01.002002,d2_lack_of_knowledge,"Ich habe verstanden, dass die Situation sie in einen Konflikt bringt, den sie, oder das ist jetzt meine Frage, ob sie den hier versuchen wollen zu verstehen und zu lösen.",1,0,1,0.667
AU01.002003,d2_lack_of_knowledge,"Schauen Sie, ich würde gerne verstehen, was genau es für Sie und Ihre Familie bedeutet und das Ganze besser einordnen zu können und Ihnen dann, wenn möglich, natürlich gerne auch weiterhelfen.",2,2,2,2.0
AU01.002004,d2_lack_of_knowledge,"Sie überlegen, ob sie die Therapie abbrechen sollen und diese Zeit zum Beispiel in Deutsch lernen investieren sollen. Gleichzeitig erzählen sie gerade, dass sie oft gestresst sind und diesen Teil können wir uns zum Beispiel gemeinsam anschauen, damit sie weniger gestresst, leichter Deutsch lernen können und ausländliche Situationen drumherum eventuell etwas leichter von der Hand gehen. Können wir machen, müssen wir aber nicht.",1,0,1,0.667
AU01.002021,d2_lack_of_knowledge,"Ich würde Sie da gerne nochmal dazu befragen, um Sie besser zu verstehen. Was würde es denn für Sie heißen, Ihre Tochter nach den Traditionen zu erziehen? Also was wäre Ihnen denn da wichtig gewesen und was meinen Sie damit, dass Sie sich als einen schwachen Mann sehen?",4,4,4,4.0
AU01.002022,d2_lack_of_knowledge,"Oh, ich würde Sie gern gleich nochmal zu Ihren aktuellen Problemen fragen, aber was meinen Sie gerade am Ende, als Sie sagten, Ihre Gallenblase ist geplatzt?",2,2,3,2.333
AU01.002023,d2_lack_of_knowledge,"Wie würde Ihre Familie denn reagieren, wenn Sie das ansprechen? Beziehungsweise, vielleicht können Sie mich auch mal ein bisschen aufklären, wie würde denn Ihrer Kultur nach eine Frau an Ihrer Stelle sich jetzt verhalten?",3,4,3,3.333
AU01.002047,d2_lack_of_knowledge,"Es tut mir sehr leid zu hören. Kann sie mir noch genau erklären, inwiefern sie das mitnimmt?",2,1,2,1.667
AU01.002048,d2_lack_of_knowledge,"Ich verstehe, dass es für sie keine leichte Situation ist. Ich nehme die Therapie bisher als sehr förderlich war. Ich verstehe sie sehr gut und habe das Gefühl, ich kann ihnen gut folgen, aber ich könnte auch verstehen, wenn sie sagen, dass sie nicht die Kapazität dafür haben.",2,1,1,1.333
AU01.002049,d2_lack_of_knowledge,Es tut mir sehr leid für Sie. Wie geht es Ihnen damit? Was möchten Sie?,1,1,1,1.0
AU01.002095,d2_lack_of_knowledge,"Wieso denken Sie, dass es nicht erlaubt ist für eine Frau in ihrer Kultur dies zu zeigen, was sie gerade gesagt haben?",2,1,1,1.333
AU01.002096,d2_lack_of_knowledge,"Ja, ich kann verstehen, dass es für Sie komisch ist, mit mir darüber zu reden, weil wir sehr unterschiedlich da wahrscheinlich sind, so wie jeder Mensch sich ja irgendwie unterscheidet. Wieso haben Sie das Gefühl, dass Sie jemanden brauchen, der sich da, der die selbe Situation hat, wie Sie, weil auch, dass Sie mir die ganzen Sachen erzählen? Kann ich mich ja in Ihre Situation hineinversetzen?",2,1,1,1.333
AU01.002097,d2_lack_of_knowledge,Möchten Sie denn Ihre Tochter nach den Traditionen erziehen und welche Traditionen genau sind das?,2,3,2,2.333
AU01.002111,d2_lack_of_knowledge,"Also es fing schon vor fünf Jahren an, das ist ja schon eine ganze Weile. Können Sie mir vielleicht noch ein bisschen genauer erklären, was dann auch von dem Umfeld für schlechtes Gerede kam? Also können Sie mir das genauer erklären? Und vielleicht auch, was so Ihre Gedanken waren, als Sie das alles dann mitbekommen haben. Auch die Partnerwahl, für die sich dann Ihre Tochter entschieden hat.",1,4,3,2.667
AU01.002112,d2_lack_of_knowledge,"Ja, da haben Sie wahrscheinlich recht. Ich kann mir das tatsächlich nicht so gut vorstellen, wie das für Sie in Ihrer Situation gerade ist. Können Sie mir das dann vielleicht noch besser erklären? Also vielleicht dann auch warum das bei Ihnen nicht angesehen wird, dass da über mentale Probleme geredet wird oder vielleicht auch gerade warum das für Frauen dann noch mal schwieriger ist?",3,4,3,3.333
AU01.002113,d2_lack_of_knowledge,"Und es tut mir leid, wenn sie das Gefühl haben oder dass sie das Gefühl haben, dass ich nur so tun würde, als würde ich mich kümmern. Weil das ist auf jeden Fall eigentlich nicht so. Mich interessiert es auch wirklich, sie noch besser zu verstehen. Und gerade wenn sie das Gefühl haben, dass ich vieles noch nicht so perfekt nachvollziehen kann, dann würde ich mich total freuen, wenn sie mir das nochmal genauer erklären. Also gerade auch, was das denn für ihre Familie bedeutet.",2,3,3,2.667
AU01.002150,d2_lack_of_knowledge,"Was würde das denn bedeuten, sie nach ihrer Tradition zu erzielen? Das habe ich noch nicht ganz verstanden. Können Sie mir das nochmal erklären?",2,4,3,3.0
AU01.002151,d2_lack_of_knowledge,"Ja, das klingt sehr belastend. Ist das denn etwas, was Sie wollen, sich von Ihrem Freund zu trennen oder hätten Sie eher das Gefühl, Sie würden das für die anderen tun?",1,3,1,1.667
AU01.002152,d2_lack_of_knowledge,"Hätten Sie denn das Gefühl, dass es Ihnen dadurch besser gehen würde, wenn Sie sich mehr auf das Deutsch lernen fokussieren?",1,1,1,1.0
AU01.002184,d2_lack_of_knowledge,"Ja, das stimmt leider. Mir fehlt die kulturelle Hintergrund. Können Sie deshalb es ein bisschen weiter erklären für mich, sodass ich das verstehe? Weshalb können Sie Ihre Familie nicht öffnen oder was werden die Folgen, wenn Sie das doch tun?",4,4,3,3.667
AU01.002185,d2_lack_of_knowledge,"Ah, das tut mir sehr leid. Wie fühlen Sie sich jetzt, nachdem Ihr Gallenblase geplatzt ist und glauben Sie, dass es eine Verbindung gibt zwischen dieser Gallenblasenplatzung und Ihre Gefühle? Können Sie da eine Verbindung merken?",1,2,1,1.333
AU01.002186,d2_lack_of_knowledge,"Da muss ich Ihnen jetzt Recht geben. Es ist tatsächlich wahr, dass wir aus zwei ganz anderen Kulturen kommen und mir oft den kulturellen Hintergrund bei Ihnen fehlt. Deshalb möchte ich fragen, ob Sie mir das ein bisschen genauer erklären können. Ich weiß, es ist sehr schwierig immer wieder alles zu erklären, aber das würde mir tatsächlich weiterhelfen und ich vergewissere Ihnen, dass ich mich doch um Ihnen kümmere und es ist mir wichtig, dass es Ihnen eventuell gut geht und deshalb arbeiten wir jetzt hier in der Therapie. Das ist unser Ziel gemeinsam.",2,2,3,2.333
AU01.002213,d2_lack_of_knowledge,"Womit genau sind sie sich denn unsicher? Was glauben sie, können sie nicht so gut rüberbringen? Und natürlich liegt es in ihrem Ermessen, ob sie glauben, sich richtig mitteilen zu können. Ich würde jetzt pauschal sagen, dass sie aber durchaus auch jetzt in der Lage sind, in Therapie zu sein und zu bleiben. Dabei wird ja auch im Verlauf ihr Deutsch besser werden und wir werden uns besser verständigen können. Bisher hatte ich auch keine Schwierigkeiten damit, aber das ist natürlich eine Frage, die sie sich selbst nur beantworten können. Aber ich würde eben interessieren, womit genau sie dann Probleme haben, wo sie das Gefühl haben, sich nicht richtig mitteilen zu können.",1,1,1,1.0
AU01.002214,d2_lack_of_knowledge,"Ich kann das sehr wohl verstehen. Ich kenne die Erfahrung auch aus meinem Kulturkreis und mich würde aber interessieren, was genau befürchten sie denn? Was werden die Reaktionen sein von ihrer Familie, wenn herauskommen sollte, dass sie eine psychische Erkrankung haben?",2,3,1,2.0
AU01.002215,d2_lack_of_knowledge,"Woher kommt dieses Gefühl? Also hatten sie bisher den Eindruck, dass ich nur so tue, als wäre ich interessiert, als würde ich mich kümmern. Woher kommt es? Woran machen sie das fest? Und mich würde auch interessieren, weshalb sie denken, dass ich ihre Situation nicht nachvollziehen und verstehen könnte.",1,2,1,1.333
AU01.002365,d2_lack_of_knowledge,"Es klingt, als seien sie sehr einsam und isoliert. Was bedeutet es, dass die Gallenblase geplatzt ist?",1,2,2,1.667
AU01.002371,d2_lack_of_knowledge,"Ja klar, sie lieben ihren Freund und sie lieben ihre Eltern.",0,0,0,0.0
AU01.002372,d2_lack_of_knowledge,"Okay, das heißt sie sind wach, weil ihre Tochter ihren eigenen Weg geht und ihren eigenen Willen hat.",0,0,0,0.0
AU01.002523,d2_lack_of_knowledge,"In Ordnung. Es ist natürlich wichtig, dass Sie sich hier bei mir gut aufgehoben fühlen. Was würde Ihnen denn helfen, sich besser von mir verstanden zu fühlen? Vielleicht schauen wir uns das einmal gemeinsam an.",2,2,1,1.667
AU01.002524,d2_lack_of_knowledge,"Das stimmt, wir haben da sicherlich sehr unterschiedliche Erfahrungen gemacht im Leben. Möchten Sie mir ein bisschen mehr darüber erzählen, warum Sie sich als Frau ...",3,3,2,2.667
AU01.002525,d2_lack_of_knowledge,"Ich verstehe, dass sie sich wahrscheinlich sicherer fühlen würden in ihrer Muttersprache zu sprechen, besonders weil es in der Therapie ja um sehr persönliche Themen geht, bei denen es häufig sowieso schon schwierig ist, sich auszudrücken und das zu sagen, was man meint und ich habe großen Respekt davor, dass sie so mutig waren, die Therapie zu beginnen. Was würde ihnen denn helfen, sich noch wohler zu fühlen, obwohl sie nicht auf ihrer Muttersprache sprechen können, hier bei mir?",2,2,1,1.667
AU01.002727,d2_lack_of_knowledge,"Okay, ja, also es ist jetzt sozusagen die Situation erstmal auch, wo Sie sagen, das belastet Sie schon deutlich, dass sozusagen der Partner von der Familie, die jetzt Religion, nicht so akzeptiert wird. Hatten Sie da vielleicht das Gefühl, oder können Sie mir da noch weitere Dinge nennen, wo Sie sagen, hey, das ist vielleicht auch noch ein Faktor, der da mit rein spielt? Oder war das, was ich jetzt gerade gesagt hatte, wirklich so der Knackpunkt?",2,3,1,2.0
AU01.002728,d2_lack_of_knowledge,"Das ist jetzt erstmal natürlich von Ihrer Seite aus auf jeden Fall ein Problem sozusagen, das absolut in Ordnung ist zu haben und das Gefühl ist auch in Ordnung zu haben. Aber ich denke trotzdem, dass wir, Sie haben sich bisher auch gut klar deutlich ausgedrückt, dass wir das gemeinsam hinbekommen und es ist ja auch kein Zeitdruck daran. Wenn Sie das ein bisschen anders formulieren, dann ist das völlig in Ordnung. Wenn Sie sich trotzdem weiter wohlfühlen sozusagen, hier mir Dinge ausführlicher zu erklären und dass wir vielleicht ein bisschen länger drüber sprechen, bin ich absolut bereit, das zu machen. Auch wenn wir da ein bisschen kreativer werden in der Sprache.",1,2,1,1.333
AU01.002729,d2_lack_of_knowledge,"Da muss ich jetzt aber nochmal ganz kurz nachfragen, um dass wir uns auch richtig verstehen. Sie glauben oder was Sie mir jetzt gerade geschildert haben, dass die Gallenblase geplatzt ist. Hängt das mit der Situation zusammen? Kommt das durch die Situation, dass sie sich alleine fühlen oder ist es andersrum, dass die sich sozusagen so fühlen, weil die Gallenblase geplatzt ist? Könnten Sie mir das vielleicht nochmal ganz kurz erklären?",1,2,3,2.0
AU01.002803,d2_lack_of_knowledge,"Das stimmt, ich kann das nicht so gut verstehen, weil bei uns hier in Europa ist es so, dass wir das anders handhaben und dass wir, das ist manchmal, dass ich so kenne, dass es manchmal ganz gut ist, die eigenen Probleme mit anderen zu besprechen, aber erklären Sie mir doch besser, wie es bei Ihnen ist, wie das so läuft, damit ich es besser verstehen kann.",4,3,4,3.667
AU01.002804,d2_lack_of_knowledge,"Ich verstehe. Erklären Sie mir doch besser, was es genau bedeutet für Sie, dass Sie es, wie Sie gesagt haben, noch nicht mal schaffen, dass Ihre Tochter nach ihren Traditionen lebt. Was genau bedeutet das?",3,3,3,3.0
AU01.002805,d2_lack_of_knowledge,"Das stimmt, da haben Sie recht, dass ich mich nicht ganz in Ihre Situation hineinversetzen kann. Aber Sie können mir helfen, das besser von Ihrer Sicht zu verstehen. Und bei uns.",2,3,3,2.667
AU01.002819,d2_lack_of_knowledge,"Wissen Sie, ich verstehe sie ganz gut und ich finde es total schön, dass sie, obwohl es nicht ihre Muttersprache ist, mit mir ein Gespräch führen. Das ist überhaupt nicht leicht und natürlich könnte die Therapie unterbrechen, wenn sie das möchte, es zwingt sie ja niemand, aber ich würde mich freuen, wenn wir weitermachen würden.",1,1,1,1.0
AU01.002820,d2_lack_of_knowledge,"Da haben Sie recht. Ich befinde mich nicht in Ihrer Situation und ich kann auch nicht zu 100 Prozent nachempfinden, wie es Ihnen geht, aber ich sehe, dass es Ihnen schlecht geht und ich interessiere mich für Sie. Und ich habe ein paar Methoden gelernt. Ich habe viele Methoden gelernt in meinem Studium und ich verstehe mich als Person, die Methoden und Übungen kennt und ich bin vielleicht, wenn Sie das so wollen, der Profi in den Methoden und Sie sind aber der Profi für sich selbst und ich brauche Sie, damit ich die Methoden überhaupt ausprobieren kann und denke, dass es für mich sehr interessant sein könnte, mehr über Sie zu erfahren.",2,1,3,2.0
AU01.002821,d2_lack_of_knowledge,"Sie befinden sich in einer sehr, sehr schwierigen Situation und ich kann total gut nachvollziehen, dass das für sie gerade sehr schwer ist. Sie haben so viel hinter sich gelassen und in einer neuen Kultur anzukommen ist so schwer und Deutschland macht es auch aktuell Menschen wie Ihnen, die hier Schutz suchen, überhaupt nicht leicht. Und ich kann mir auch vorstellen, dass es nicht leicht ist, dass jetzt ihre Kinder ihren eigenen Weg gehen. Sie haben ja sicherlich sehr, sehr viel Zeit und Kraft in ihrem Leben für ihre Kinder gegeben und ich stelle es mir total schwer vor, das jetzt loszulassen. Wie ist das so für sie, dass ihre Kinder jetzt ihren eigenen Weg gehen?",2,2,2,2.0
AU01.002845,d2_lack_of_knowledge,"Haben Sie denn schon die Gelegenheit, nur mit Ihrer Familie als auch mit Ihrem Freund Ihren eigenen Tiefheit zu reflektieren und auch zu besprechen und dann über ins Gespräch zu kommen?",1,1,1,1.0
AU01.002846,d2_lack_of_knowledge,"Ich kann mir gut vorstellen, dass Sie sich da von mir nicht richtig verstanden fühlen können, weil ich Ihre Situation nicht so erlebt habe oder erlebe, weil ich eben diese Sagen aus einer anderen Kultur kenne. Und je mehr interessiert es mich, wie Sie in Ihrer Kultur mit solchen Themen umgehen und mit wem Sie denn sprechen können, gibt es trotzdem Personen, wenn vielleicht auch nicht nur Familien, die Ihnen zum Beispiel zur Verfügung stehen könnten.",4,3,3,3.333
AU01.002847,d2_lack_of_knowledge,"So, es fällt in Ihrem Verständnis oder in Ihrer Gemeinschaft sehr stark auf Sie, auch als Eltern oder speziell als Vater zurück, die Tatsache, dass Ihre eigenen Wege geht, und das ist sicherlich sehr belastend für Sie. Und es würde interessieren, wie Sie damit allgemein hier, auch mit Ihrer Koordiniergemeinschaft, umleben in Deutschland. Welche Wege Sie da miteinander auch finden, um Mädchen, junge Frauen, ja, ihre Wege um Deutschland geben lassen zu können.",1,3,1,1.667
AU01.003027,d2_lack_of_knowledge,"Ja, ich verstehe, was Sie meinen. Also, was ich sagen kann, ist, dass wir alle unterschiedlich sind. Also, wenn ich nur sehen würde, die genau wie ich sind, ich hätte fünf Patienten im Jahr. Das heißt nicht, dass ich nicht helfen kann, weil vielleicht auch nicht. Also, wir müssen das zusammen herausfinden. Aber mir interessiert, dass sie weniger unter diesen Problemen leiden. Das ist mein Interesse. Vielleicht, es kann sein, dass ich recht habe, dass ich das nicht genau verstehe, aber deswegen frage ich auch, weil ich würde das sehr gerne besser verstehen, weil wir alle leiden unter verschiedenen Sachen und egal, ob das das gleiche Probleme sind oder nicht, das Leiden ist gleich. Ich würde sie gerne helfen und ich bin offen um die Zusammenarbeit und ich würde mich freuen, wenn sie Geduld haben und mir bitte, wenn sie mehr erklären. Ja, das wäre gut. Aber ja, stimmt. Also, wenn sie denken, dass ich nicht die Richtige bin, das kann auch sein. Also, ich bin kein Gott. Ich weiß, was ich gelernt habe. Ich traue mich, dass ich sie helfen kann, aber das ist auch nicht die Wahrheit. Wir müssen das zusammen herausfinden, ob das stimmt oder nicht. Aber wenn ich die Information nicht habe, dann habe ich keine Möglichkeit, das zu machen.",2,1,2,1.667
AU01.003028,d2_lack_of_knowledge,"Ja, also es geht nicht wirklich darum, dass ich die gleiche Meinung habe oder gleiche Lebenserfahrung oder wir sind alle anders und es gibt auch viele Sachen, die ich denke oder dass ich mache, dass die anderen nicht verstehen. Aber meine Aufgabe oder unsere Aufgabe, also nicht nur meine Aufgabe, ich kann nicht alleine arbeiten. Unsere Aufgabe ist, einen Weg zu finden, damit sie sich besser fühlen. Wenn das sehr wichtig ist, also wenn sie sagen, sie können mit ihrer Familie nicht darüber sprechen, ich verstehe das. Also wenn sie das sagen, ich glaube ihnen, das ist wichtig und ich nehme das total wahr. Aber sie haben recht, ich habe das nicht erlebt und das macht nichts. Also wir müssen nicht gleich sein, damit ich sie helfen kann.",2,1,2,1.667
