id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.002096,d2_lack_of_knowledge,"Ja, ich kann verstehen, dass es für Sie komisch ist, mit mir darüber zu reden, weil wir sehr unterschiedlich da wahrscheinlich sind, so wie jeder Mensch sich ja irgendwie unterscheidet. Wieso haben Sie das Gefühl, dass Sie jemanden brauchen, der sich da, der die selbe Situation hat, wie Sie, weil auch, dass Sie mir die ganzen Sachen erzählen? Kann ich mich ja in Ihre Situation hineinversetzen?","Yes, I can understand that it is strange for you to talk to me about this, because we are probably very different, just as every person is different in some way. Why do you feel like you need someone who is there, who has the same situation as you, because you're telling me all these things? Can I put myself in your situation?",2,1,1,1.333
AU01.002097,d2_lack_of_knowledge,Möchten Sie denn Ihre Tochter nach den Traditionen erziehen und welche Traditionen genau sind das?,Would you like to raise your daughter according to the traditions and what traditions exactly are they?,2,3,2,2.333
AU01.002111,d2_lack_of_knowledge,"Also es fing schon vor fünf Jahren an, das ist ja schon eine ganze Weile. Können Sie mir vielleicht noch ein bisschen genauer erklären, was dann auch von dem Umfeld für schlechtes Gerede kam? Also können Sie mir das genauer erklären? Und vielleicht auch, was so Ihre Gedanken waren, als Sie das alles dann mitbekommen haben. Auch die Partnerwahl, für die sich dann Ihre Tochter entschieden hat.","Well, it started five years ago, which is quite a while. Can you perhaps explain to me in a little more detail what bad talk came from that environment? So can you explain this to me in more detail? And maybe also what your thoughts were when you heard all of this. Also the choice of partner that your daughter then decided on.",1,4,3,2.667
AU01.002112,d2_lack_of_knowledge,"Ja, da haben Sie wahrscheinlich recht. Ich kann mir das tatsächlich nicht so gut vorstellen, wie das für Sie in Ihrer Situation gerade ist. Können Sie mir das dann vielleicht noch besser erklären? Also vielleicht dann auch warum das bei Ihnen nicht angesehen wird, dass da über mentale Probleme geredet wird oder vielleicht auch gerade warum das für Frauen dann noch mal schwieriger ist?","Yes, you're probably right. I actually can't really imagine what it's like for you in your situation. Can you perhaps explain this to me better? So maybe why you don't see that people talk about mental problems or maybe why it's even more difficult for women?",3,4,3,3.333
AU01.002113,d2_lack_of_knowledge,"Und es tut mir leid, wenn sie das Gefühl haben oder dass sie das Gefühl haben, dass ich nur so tun würde, als würde ich mich kümmern. Weil das ist auf jeden Fall eigentlich nicht so. Mich interessiert es auch wirklich, sie noch besser zu verstehen. Und gerade wenn sie das Gefühl haben, dass ich vieles noch nicht so perfekt nachvollziehen kann, dann würde ich mich total freuen, wenn sie mir das nochmal genauer erklären. Also gerade auch, was das denn für ihre Familie bedeutet.","And I'm sorry if they feel or that they feel like I'm just pretending to care. Because that's definitely not the case. I'm also really interested in understanding them better. And especially if you have the feeling that I can't understand a lot of things perfectly, then I would be really happy if you explained it to me again in more detail. So also what that means for her family.",2,3,3,2.667
AU01.002150,d2_lack_of_knowledge,"Was würde das denn bedeuten, sie nach ihrer Tradition zu erzielen? Das habe ich noch nicht ganz verstanden. Können Sie mir das nochmal erklären?",What would it mean to achieve them according to their tradition? I haven't fully understood that yet. Can you explain that to me again?,2,4,3,3.0
AU01.002151,d2_lack_of_knowledge,"Ja, das klingt sehr belastend. Ist das denn etwas, was Sie wollen, sich von Ihrem Freund zu trennen oder hätten Sie eher das Gefühl, Sie würden das für die anderen tun?","Yes, that sounds very stressful. Is breaking up with your boyfriend something you want or would you rather feel like you're doing it for the others?",1,3,1,1.667
AU01.002152,d2_lack_of_knowledge,"Hätten Sie denn das Gefühl, dass es Ihnen dadurch besser gehen würde, wenn Sie sich mehr auf das Deutsch lernen fokussieren?",Do you have the feeling that you would feel better if you focused more on learning German?,1,1,1,1.0
AU01.002184,d2_lack_of_knowledge,"Ja, das stimmt leider. Mir fehlt die kulturelle Hintergrund. Können Sie deshalb es ein bisschen weiter erklären für mich, sodass ich das verstehe? Weshalb können Sie Ihre Familie nicht öffnen oder was werden die Folgen, wenn Sie das doch tun?","Yes, unfortunately that's true. I lack the cultural background. So can you explain it a little bit further for me so that I understand? Why can't you open up to your family or what will be the consequences if you do?",4,4,3,3.667
AU01.002185,d2_lack_of_knowledge,"Ah, das tut mir sehr leid. Wie fühlen Sie sich jetzt, nachdem Ihr Gallenblase geplatzt ist und glauben Sie, dass es eine Verbindung gibt zwischen dieser Gallenblasenplatzung und Ihre Gefühle? Können Sie da eine Verbindung merken?","Ah, I'm very sorry. How do you feel now that your gallbladder has ruptured and do you think there is a connection between this gallbladder rupture and your feelings? Can you see a connection there?",1,2,1,1.333
AU01.002186,d2_lack_of_knowledge,"Da muss ich Ihnen jetzt Recht geben. Es ist tatsächlich wahr, dass wir aus zwei ganz anderen Kulturen kommen und mir oft den kulturellen Hintergrund bei Ihnen fehlt. Deshalb möchte ich fragen, ob Sie mir das ein bisschen genauer erklären können. Ich weiß, es ist sehr schwierig immer wieder alles zu erklären, aber das würde mir tatsächlich weiterhelfen und ich vergewissere Ihnen, dass ich mich doch um Ihnen kümmere und es ist mir wichtig, dass es Ihnen eventuell gut geht und deshalb arbeiten wir jetzt hier in der Therapie. Das ist unser Ziel gemeinsam.","I have to agree with you now. It is actually true that we come from two completely different cultures and I often miss your cultural background. So I would like to ask if you could explain this to me in a little more detail. I know it's very difficult to explain everything over and over again, but that would actually help me and I can assure you that I do care about you and it's important to me that you may be well and that's why we're working here in therapy now. That is our goal together.",2,2,3,2.333
AU01.002213,d2_lack_of_knowledge,"Womit genau sind sie sich denn unsicher? Was glauben sie, können sie nicht so gut rüberbringen? Und natürlich liegt es in ihrem Ermessen, ob sie glauben, sich richtig mitteilen zu können. Ich würde jetzt pauschal sagen, dass sie aber durchaus auch jetzt in der Lage sind, in Therapie zu sein und zu bleiben. Dabei wird ja auch im Verlauf ihr Deutsch besser werden und wir werden uns besser verständigen können. Bisher hatte ich auch keine Schwierigkeiten damit, aber das ist natürlich eine Frage, die sie sich selbst nur beantworten können. Aber ich würde eben interessieren, womit genau sie dann Probleme haben, wo sie das Gefühl haben, sich nicht richtig mitteilen zu können.","What exactly are you unsure about? What do you think you can't convey so well? And of course it is up to them to decide whether they believe they can communicate correctly. I would now say in general that they are definitely capable of being and staying in therapy now. Over time, her German will improve and we will be able to communicate better. So far I haven't had any problems with it, but of course that's a question that you can only answer yourself. But I would be interested to know what exactly they have problems with, where they feel like they can't communicate properly.",1,1,1,1.0
AU01.002214,d2_lack_of_knowledge,"Ich kann das sehr wohl verstehen. Ich kenne die Erfahrung auch aus meinem Kulturkreis und mich würde aber interessieren, was genau befürchten sie denn? Was werden die Reaktionen sein von ihrer Familie, wenn herauskommen sollte, dass sie eine psychische Erkrankung haben?",I can understand that very well. I also know the experience from my culture and I would be interested to know what exactly do you fear? What will be the reaction from your family if it is discovered that you have a mental illness?,2,3,1,2.0
AU01.002215,d2_lack_of_knowledge,"Woher kommt dieses Gefühl? Also hatten sie bisher den Eindruck, dass ich nur so tue, als wäre ich interessiert, als würde ich mich kümmern. Woher kommt es? Woran machen sie das fest? Und mich würde auch interessieren, weshalb sie denken, dass ich ihre Situation nicht nachvollziehen und verstehen könnte.","Where does this feeling come from? So up until now they've had the impression that I'm just pretending to be interested, like I care. Where does it come from? How do you determine this? And I would also be interested to know why they think that I cannot understand and understand their situation.",1,2,1,1.333
AU01.002365,d2_lack_of_knowledge,"Es klingt, als seien sie sehr einsam und isoliert. Was bedeutet es, dass die Gallenblase geplatzt ist?",It sounds like they are very lonely and isolated. What does it mean that the gallbladder has burst?,1,2,2,1.667
AU01.002371,d2_lack_of_knowledge,"Ja klar, sie lieben ihren Freund und sie lieben ihre Eltern.","Yes, of course, they love their boyfriend and they love their parents.",0,0,0,0.0
AU01.002372,d2_lack_of_knowledge,"Okay, das heißt sie sind wach, weil ihre Tochter ihren eigenen Weg geht und ihren eigenen Willen hat.","Okay, that means they are awake because their daughter is going her own way and has her own will.",0,0,0,0.0
AU01.002523,d2_lack_of_knowledge,"In Ordnung. Es ist natürlich wichtig, dass Sie sich hier bei mir gut aufgehoben fühlen. Was würde Ihnen denn helfen, sich besser von mir verstanden zu fühlen? Vielleicht schauen wir uns das einmal gemeinsam an.",In order. It is of course important that you feel in good hands here with me. What would help you feel better understood by me? Maybe we'll take a look at it together.,2,2,1,1.667
AU01.002524,d2_lack_of_knowledge,"Das stimmt, wir haben da sicherlich sehr unterschiedliche Erfahrungen gemacht im Leben. Möchten Sie mir ein bisschen mehr darüber erzählen, warum Sie sich als Frau ...","That's true, we've certainly had very different experiences in life. Would you like to tell me a little more about why you identify as a woman...",3,3,2,2.667
